playerId,season,name,team,position,games_played,icetime,p/60,p/60_rank,p/60_rank_norm,goals,goals_rank,goals_rank_norm,assists,assists_rank,assists_rank_norm,xg,xg_rank,xg_rank_norm,corsi_for_pct,corsi_rank,corsi_rank_norm,high_danger_shots,hds_rank,hds_rank_norm
8481641,2024,Joel Kiviranta,COL,L,79,51450.0,1.2594752186588922,297,30.188679245283026,12.0,141,66.98113207547169,4.0,318,25.235849056603783,10.47,216,49.29245283018868,0.52,117,72.64150943396227,14.0,146,65.80188679245283
8481556,2024,John Beecher,BOS,C,78,44966.0,0.6404839211848953,414,2.594339622641513,2.0,400,5.896226415094347,5.0,289,32.075471698113205,4.38,386,9.198113207547166,0.43,402,5.424528301886795,4.0,385,9.43396226415095
8475166,2024,John Tavares,TOR,C,75,64626.0,2.2839105004177886,34,92.21698113207547,20.0,31,92.9245283018868,15.0,41,90.56603773584905,16.23,44,89.85849056603773,0.46,346,18.632075471698116,21.0,27,93.86792452830188
8479981,2024,Jonah Gadjovich,FLA,L,42,20712.0,0.6952491309385863,407,4.245283018867923,4.0,356,16.273584905660385,0.0,423,0.47169811320755173,5.25,368,13.443396226415103,0.54,58,86.55660377358491,9.0,272,36.08490566037736
8481013,2024,Jonatan Berggren,DET,R,75,54139.0,1.1304235394078206,334,21.462264150943398,8.0,239,43.86792452830189,7.0,225,47.16981132075472,9.28,256,39.85849056603774,0.46,347,18.396226415094347,10.0,242,43.16037735849057
8477494,2024,Jonathan Drouin,COL,L,43,36684.0,2.1589793915603535,52,87.97169811320755,7.0,281,33.9622641509434,9.0,166,61.08490566037736,5.12,371,12.735849056603783,0.58,16,96.4622641509434,5.0,359,15.566037735849065
8476456,2024,Jonathan Huberdeau,CGY,L,81,71030.0,1.5204843024074335,215,49.528301886792455,13.0,117,72.64150943396227,13.0,66,84.66981132075472,11.41,185,56.60377358490566,0.52,118,72.40566037735849,12.0,190,55.424528301886795
8476539,2024,Jonathan Marchessault,NSH,R,78,65106.0,1.43765551562068,242,43.16037735849057,14.0,99,76.88679245283019,6.0,257,39.62264150943396,12.87,128,70.04716981132076,0.48,282,33.72641509433963,13.0,167,60.84905660377358
8477380,2024,Jonny Brodzinski,NYR,C,51,33352.0,2.0508515231470374,68,84.19811320754717,12.0,142,66.74528301886792,3.0,354,16.745283018867923,6.58,335,21.22641509433963,0.45,370,12.971698113207552,8.0,290,31.839622641509436
8474586,2024,Jordan Eberle,SEA,R,42,32982.0,1.7464071311624523,131,69.33962264150944,6.0,307,27.830188679245282,9.0,167,60.84905660377358,7.02,321,24.528301886792462,0.45,371,12.735849056603783,5.0,360,15.330188679245282
8478413,2024,Jordan Greenway,BUF,L,34,24163.0,1.1919049786864213,319,25.0,3.0,383,9.905660377358501,4.0,319,25.0,5.1,372,12.5,0.52,119,72.16981132075472,11.0,219,48.58490566037736
8479385,2024,Jordan Kyrou,STL,R,82,70867.0,2.3875710838613178,22,95.04716981132076,25.0,8,98.34905660377359,13.0,67,84.43396226415095,15.57,58,86.55660377358491,0.51,160,62.5,10.0,243,42.924528301886795
8476921,2024,Jordan Martinook,CAR,L,79,60492.0,1.6663360444356279,157,63.20754716981132,12.0,143,66.50943396226415,11.0,119,72.16981132075472,15.7,56,87.02830188679245,0.6,4,99.29245283018868,18.0,59,86.32075471698113
8473533,2024,Jordan Staal,CAR,C,75,57068.0,1.7663138711712343,122,71.4622641509434,11.0,175,58.9622641509434,12.0,92,78.5377358490566,13.91,95,77.83018867924528,0.6,5,99.05660377358491,15.0,123,71.22641509433963
8476981,2024,Josh Anderson,MTL,R,81,59643.0,1.2675418741511995,295,30.660377358490564,12.0,144,66.27358490566039,5.0,290,31.839622641509436,15.04,66,84.66981132075472,0.45,372,12.5,18.0,60,86.08490566037736
8482659,2024,Josh Doan,UTA,R,51,36335.0,1.4861703591578368,223,47.64150943396226,4.0,357,16.037735849056602,7.0,226,46.93396226415094,8.67,275,35.37735849056604,0.58,17,96.22641509433963,11.0,220,48.34905660377359
8480064,2024,Josh Norris,BUF,C,56,41176.0,1.311443559354964,282,33.72641509433963,11.0,176,58.72641509433962,2.0,387,8.962264150943398,7.21,315,25.943396226415103,0.48,283,33.490566037735846,6.0,338,20.51886792452831
8483515,2024,Juraj Slafkovsk,MTL,L,79,65586.0,2.0858109962491995,63,85.37735849056604,13.0,118,72.40566037735849,12.0,93,78.30188679245283,14.16,86,79.95283018867924,0.5,198,53.5377358490566,10.0,244,42.68867924528302
8479638,2024,Justin Brazeau,MIN,R,76,48137.0,1.1965847476992748,317,25.47169811320755,6.0,308,27.594339622641513,7.0,227,46.69811320754717,9.52,246,42.216981132075475,0.48,284,33.25471698113208,13.0,168,60.613207547169814
8479941,2024,Justin Danforth,CBJ,R,61,43661.0,1.3192551705183115,278,34.66981132075472,7.0,282,33.72641509433963,6.0,258,39.38679245283019,11.14,197,53.77358490566038,0.48,285,33.01886792452831,15.0,124,70.99056603773585
8475413,2024,Justin Dowling,NJD,C,52,31244.0,0.69133273588529,408,4.009433962264154,1.0,413,2.830188679245282,2.0,388,8.726415094339629,3.4,412,3.066037735849065,0.47,320,24.76415094339623,3.0,398,6.367924528301884
8481704,2024,Juuso Parssinen,NYR,C,48,28286.0,1.781800183836527,119,72.16981132075472,6.0,309,27.358490566037744,4.0,320,24.76415094339623,3.58,401,5.660377358490564,0.45,373,12.264150943396231,5.0,361,15.094339622641513
8481554,2024,Kaapo Kakko,SEA,R,79,64241.0,1.8492862813468034,111,74.05660377358491,9.0,217,49.05660377358491,16.0,33,92.45283018867924,9.89,236,44.57547169811321,0.49,238,44.10377358490566,13.0,169,60.37735849056604
8477953,2024,Kasperi Kapanen,EDM,R,67,43719.0,1.070472792149866,351,17.452830188679243,6.0,310,27.12264150943396,5.0,291,31.603773584905667,5.3,365,14.150943396226424,0.51,161,62.26415094339623,4.0,386,9.198113207547166
